Session_ID,Player_ID,Player_Name,Session_Date,Days_Before_Match,Next_Match_Date,Next_Match_ID,Age,Height_cm,Weight_kg,Position,Exercise_Type,Duration_min,Heart_Rate,Respiratory_Rate,Body_Temperature,Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z,Steps,Strength_Score,Agility_sec,Endurance_Score,Jump_Height_cm,Shooting_Accuracy_%,Dribbling_Speed_sec,Passing_Accuracy_%,Defense_Rating,Focus_Level,Weekly_Training_Hours,Load_Intensity_Score,Fatigue_Level,Injury_Risk,Injury_Risk_Level,Recovery_Time_hours,Performance_Score,Team,Team_Code,Season
FFS_20221113_1677942346_22200205,1677942346,Charles Diouf,2022-11-13,1,2022-11-14,22200205,24,208.3,104.3,Center-Forward,Free Throws,72,146,15,37.6,0.23,0.64,0.6,0.75,0.78,0.56,4561,91.9,4.82,92.2,60.9,50.0,4.57,84.1,8.9,9.6,31,6.6,Medium,1,Low,56.0,79.8,Foufous de Sochaux,FFS,2022-2023
FFS_20221113_1677942346_22200209,1677942346,Charles Diouf,2022-11-13,2,2022-11-15,22200209,24,208.3,104.3,Center-Forward,Scrimmage,107,166,22,37.3,0.64,0.31,0.2,0.77,0.52,0.31,6460,87.8,4.98,83.1,61.5,50.1,5.16,75.9,7.0,9.4,26,7.2,Medium,1,Medium,53.4,72.1,Foufous de Sochaux,FFS,2022-2023
FFS_20221113_1655322242_22200205,1655322242,Douglas Hermans,2022-11-13,1,2022-11-14,22200205,32,200.7,102.1,Forward,Free Throws,72,161,15,37.3,0.47,0.6,0.69,0.37,0.66,0.73,5214,78.7,4.16,78.4,56.7,50.0,4.32,88.3,6.8,8.6,26,6.6,Low,0,Low,41.4,70.7,Foufous de Sochaux,FFS,2022-2023
FFS_20221113_1676674721_22200209,1676674721,Ismaël Sow,2022-11-13,2,2022-11-15,22200209,26,203.2,104.3,Forward,Scrimmage,107,172,23,38.1,0.53,0.38,0.8,0.35,0.72,0.35,3911,79.3,05.01,89.4,68.4,50.0,4.74,71.8,7.0,7.4,31,7.2,Low,0,Medium,35.6,71.1,Foufous de Sochaux,FFS,2022-2023
FFS_20221113_1683761184_22200209,1683761184,Johann Müller,2022-11-13,2,2022-11-15,22200209,29,213.4,114.8,Center,Scrimmage,107,140,17,36.6,0.78,0.37,0.61,0.51,0.56,0.62,7457,85.2,06.07,78.8,72.7,68.2,6.15,66.1,9.3,9.0,28,7.2,Medium,0,Low,52.7,78.5,Foufous de Sochaux,FFS,2022-2023
FFS_20221113_1670278270_22200209,1670278270,Jordan Haddad,2022-11-13,2,2022-11-15,22200209,22,200.7,97.5,Guard,Scrimmage,107,174,14,37.7,0.63,0.33,0.22,0.37,0.34,0.63,7324,65.1,4.57,87.8,77.1,54.2,4.32,75.1,6.3,9.2,21,7.2,Low,0,Low,57.2,68.1,Foufous de Sochaux,FFS,2022-2023
FFS_20221113_1662443797_22200205,1662443797,Jordan Lemieux,2022-11-13,1,2022-11-14,22200205,31,195.6,90.7,Guard,Free Throws,72,171,14,38.2,0.8,0.56,0.64,0.41,0.53,0.72,4592,83.7,3.87,81.4,55.6,50.0,3.98,96.0,6.1,8.4,30,6.6,Low,0,Low,50.7,72.1,Foufous de Sochaux,FFS,2022-2023
FFS_20221113_1662443797_22200209,1662443797,Jordan Lemieux,2022-11-13,2,2022-11-15,22200209,31,195.6,90.7,Guard,Scrimmage,107,135,16,38.0,0.65,0.23,0.27,0.37,0.55,0.69,6458,89.0,4.59,89.2,76.0,50.0,4.71,94.6,7.3,7.8,22,7.2,Medium,0,Medium,27.7,76.8,Foufous de Sochaux,FFS,2022-2023
FFS_20221113_1691796009_22200205,1691796009,Jérémie Kowalski,2022-11-13,1,2022-11-14,22200205,21,203.2,104.3,Forward,Free Throws,72,161,15,37.2,0.44,0.71,0.35,0.61,0.52,0.34,5057,70.9,5.28,78.5,78.9,51.4,5.46,82.8,7.9,7.1,22,6.6,Low,1,Low,32.5,70.9,Foufous de Sochaux,FFS,2022-2023
FFS_20221113_1697331567_22200205,1697331567,Karim Benhamed,2022-11-13,1,2022-11-14,22200205,28,203.2,103.9,Forward,Free Throws,72,140,14,36.6,0.33,0.43,0.7,0.57,0.56,0.3,4651,71.1,5.72,75.8,76.8,50.0,5.69,81.8,8.4,9.8,23,6.6,Low,0,Low,30.4,71.0,Foufous de Sochaux,FFS,2022-2023
FFS_20221113_1659116774_22200205,1659116774,Kevin Rousseau,2022-11-13,1,2022-11-14,22200205,24,195.6,90.7,Guard-Forward,Free Throws,72,153,15,38.0,0.67,0.23,0.81,0.73,0.5,0.53,4161,96.2,5.17,80.0,71.2,50.0,5.3,81.3,8.0,9.0,26,6.6,Low,0,Medium,40.3,76.0,Foufous de Sochaux,FFS,2022-2023
FFS_20221113_1659116774_22200209,1659116774,Kevin Rousseau,2022-11-13,2,2022-11-15,22200209,24,195.6,90.7,Guard-Forward,Scrimmage,107,121,18,37.4,0.78,0.66,0.25,0.71,0.73,0.42,6177,95.3,05.02,77.8,56.9,60.6,05.04,73.8,8.6,8.4,20,7.2,Medium,0,Low,29.2,78.0,Foufous de Sochaux,FFS,2022-2023
FFS_20221113_1687691235_22200205,1687691235,Lucas Dubois,2022-11-13,1,2022-11-14,22200205,25,198.1,99.8,Forward-Guard,Free Throws,72,158,18,36.6,0.59,0.8,0.4,0.67,0.66,0.47,5697,85.5,4.56,88.6,64.2,51.4,4.35,74.9,8.0,8.1,25,6.6,Low,0,Low,32.0,74.8,Foufous de Sochaux,FFS,2022-2023
FFS_20221113_1687691235_22200209,1687691235,Lucas Dubois,2022-11-13,2,2022-11-15,22200209,25,198.1,99.8,Forward-Guard,Scrimmage,107,126,23,37.6,0.51,0.52,0.68,0.44,0.71,0.46,5097,91.9,4.89,89.1,65.0,50.7,4.9,71.9,7.9,8.9,18,7.2,Medium,0,Low,55.5,75.5,Foufous de Sochaux,FFS,2022-2023
FFS_20221113_1678858904_22200205,1678858904,Moussa Ndiaye,2022-11-13,1,2022-11-14,22200205,34,208.3,112.5,Center,Free Throws,72,164,21,37.4,0.38,0.37,0.85,0.46,0.36,0.32,4014,84.4,5.36,91.4,68.6,50.0,5.15,64.0,6.9,8.4,31,6.6,Medium,0,Low,22.4,71.1,Foufous de Sochaux,FFS,2022-2023
FFS_20221113_1678858904_22200209,1678858904,Moussa Ndiaye,2022-11-13,2,2022-11-15,22200209,34,208.3,112.5,Center,Scrimmage,107,125,20,38.0,0.25,0.75,0.72,0.44,0.78,0.3,6430,99.5,5.31,78.9,79.0,53.1,5.34,70.8,6.5,7.2,28,7.2,Medium,0,Low,28.4,72.5,Foufous de Sochaux,FFS,2022-2023
FFS_20221113_1693743352_22200209,1693743352,Théo Garnier,2022-11-13,2,2022-11-15,22200209,24,185.4,83.9,Guard,Scrimmage,107,166,19,37.5,0.28,0.21,0.78,0.71,0.74,0.38,7015,78.9,4.17,84.8,55.8,50.0,4.17,81.7,6.3,9.3,26,7.2,High,1,Low,29.9,70.1,Foufous de Sochaux,FFS,2022-2023
FFS_20221114_1655322242_22200209,1655322242,Douglas Hermans,2022-11-14,1,2022-11-15,22200209,32,200.7,102.1,Forward,Shooting Drill,66,118,21,37.9,0.72,0.4,0.76,0.44,0.34,0.44,2002,78.2,5.56,92.2,63.3,50.0,5.2,85.2,8.2,7.9,29,6.3,Medium,0,Low,54.3,75.8,Foufous de Sochaux,FFS,2022-2023
FFS_20221114_1676674721_22200209,1676674721,Ismaël Sow,2022-11-14,1,2022-11-15,22200209,26,203.2,104.3,Forward,Shooting Drill,66,131,19,38.0,0.33,0.52,0.51,0.49,0.59,0.6,3179,80.4,4.25,93.7,77.2,50.0,4.5,76.2,8.3,7.4,27,6.3,Low,0,Low,51.3,75.4,Foufous de Sochaux,FFS,2022-2023
FFS_20221114_1683761184_22200209,1683761184,Johann Müller,2022-11-14,1,2022-11-15,22200209,29,213.4,114.8,Center,Shooting Drill,66,166,14,37.6,0.4,0.66,0.59,0.66,0.31,0.5,3555,84.4,4.69,83.4,77.1,81.9,4.41,72.0,9.2,8.4,25,6.3,Medium,0,Low,38.7,83.3,Foufous de Sochaux,FFS,2022-2023
FFS_20221114_1662443797_22200209,1662443797,Jordan Lemieux,2022-11-14,1,2022-11-15,22200209,31,195.6,90.7,Guard,Shooting Drill,66,116,21,38.1,0.84,0.82,0.57,0.8,0.72,0.49,5030,83.3,3.55,86.2,80.3,50.0,3.62,75.7,8.7,8.7,19,6.3,Low,0,Low,43.4,75.2,Foufous de Sochaux,FFS,2022-2023
FFS_20221114_1691796009_22200209,1691796009,Jérémie Kowalski,2022-11-14,1,2022-11-15,22200209,21,203.2,104.3,Forward,Shooting Drill,66,161,18,36.6,0.46,0.27,0.28,0.44,0.33,0.44,2336,88.7,4.94,79.5,73.2,75.4,4.59,81.9,9.0,6.9,19,6.3,Low,0,Low,53.5,82.8,Foufous de Sochaux,FFS,2022-2023
FFS_20221114_1659116774_22200209,1659116774,Kevin Rousseau,2022-11-14,1,2022-11-15,22200209,24,195.6,90.7,Guard-Forward,Shooting Drill,66,124,16,37.1,0.43,0.46,0.29,0.37,0.43,0.63,4254,78.3,4.65,79.4,73.0,68.6,4.39,70.9,7.5,8.6,18,6.3,Low,0,Low,59.6,74.4,Foufous de Sochaux,FFS,2022-2023
FFS_20221114_1687691235_22200209,1687691235,Lucas Dubois,2022-11-14,1,2022-11-15,22200209,25,198.1,99.8,Forward-Guard,Shooting Drill,66,124,16,38.0,0.21,0.67,0.87,0.79,0.73,0.58,3842,93.1,5.71,76.2,58.9,56.7,5.51,66.4,7.4,7.3,29,6.3,Low,0,Medium,50.6,72.7,Foufous de Sochaux,FFS,2022-2023
FFS_20221114_1678858904_22200209,1678858904,Moussa Ndiaye,2022-11-14,1,2022-11-15,22200209,34,208.3,112.5,Center,Shooting Drill,66,152,23,37.4,0.6,0.38,0.33,0.56,0.47,0.54,4982,76.3,4.52,87.4,77.4,54.1,4.7,67.4,9.0,7.5,19,6.3,Low,0,Low,50.4,74.3,Foufous de Sochaux,FFS,2022-2023
FFS_20221114_1693743352_22200209,1693743352,Théo Garnier,2022-11-14,1,2022-11-15,22200209,24,185.4,83.9,Guard,Shooting Drill,66,149,21,36.8,0.71,0.46,0.64,0.64,0.59,0.48,2282,82.2,3.9,88.6,77.4,50.0,3.97,87.0,8.9,7.9,31,6.3,Medium,1,Low,32.8,77.6,Foufous de Sochaux,FFS,2022-2023
FFS_20221115_1677942346_22200222,1677942346,Charles Diouf,2022-11-15,2,2022-11-17,22200222,24,208.3,104.3,Center-Forward,Skills Practice,90,134,19,37.2,0.62,0.28,0.67,0.39,0.56,0.51,2873,94.0,5.89,91.7,80.1,73.9,5.64,65.8,9.0,8.1,29,8.2,Low,0,Low,53.2,83.4,Foufous de Sochaux,FFS,2022-2023
FFS_20221115_1683761184_22200222,1683761184,Johann Müller,2022-11-15,2,2022-11-17,22200222,29,213.4,114.8,Center,Skills Practice,90,144,15,37.1,0.84,0.28,0.82,0.3,0.57,0.48,4672,94.2,4.44,88.6,70.8,50.0,4.55,63.4,8.3,7.1,22,8.2,Medium,0,Low,21.4,75.1,Foufous de Sochaux,FFS,2022-2023
FFS_20221115_1670278270_22200222,1670278270,Jordan Haddad,2022-11-15,2,2022-11-17,22200222,22,200.7,97.5,Guard,Skills Practice,90,119,18,38.0,0.88,0.41,0.77,0.72,0.74,0.72,6180,74.3,4.31,89.2,77.1,50.0,4.64,80.4,7.5,9.9,18,8.2,Low,1,Low,50.5,72.2,Foufous de Sochaux,FFS,2022-2023
FFS_20221115_1662443797_22200222,1662443797,Jordan Lemieux,2022-11-15,2,2022-11-17,22200222,31,195.6,90.7,Guard,Skills Practice,90,148,14,36.7,0.57,0.33,0.45,0.59,0.43,0.52,3394,82.9,04.01,81.8,81.2,61.5,3.96,87.7,9.5,6.9,20,8.2,Low,0,Low,20.7,80.5,Foufous de Sochaux,FFS,2022-2023
FFS_20221115_1691796009_22200222,1691796009,Jérémie Kowalski,2022-11-15,2,2022-11-17,22200222,21,203.2,104.3,Forward,Skills Practice,90,154,19,38.0,0.54,0.81,0.58,0.38,0.68,0.66,2981,84.1,4.13,81.5,61.0,66.5,3.83,75.6,6.5,7.7,18,8.2,Low,0,Medium,59.5,74.1,Foufous de Sochaux,FFS,2022-2023
FFS_20221115_1687691235_22200222,1687691235,Lucas Dubois,2022-11-15,2,2022-11-17,22200222,25,198.1,99.8,Forward-Guard,Skills Practice,90,141,20,37.9,0.29,0.68,0.63,0.68,0.63,0.36,3828,100.2,4.78,88.6,61.9,52.0,4.67,78.4,6.5,8.0,23,8.2,Low,0,High,21.1,75.6,Foufous de Sochaux,FFS,2022-2023
FFS_20221115_1678858904_22200222,1678858904,Moussa Ndiaye,2022-11-15,2,2022-11-17,22200222,34,208.3,112.5,Center,Skills Practice,90,166,21,36.7,0.45,0.58,0.73,0.47,0.37,0.66,6554,84.7,4.59,92.6,68.3,50.0,4.4,76.4,6.3,9.5,29,8.2,Low,0,Low,42.4,72.0,Foufous de Sochaux,FFS,2022-2023
FFS_20221115_1693743352_22200222,1693743352,Théo Garnier,2022-11-15,2,2022-11-17,22200222,24,185.4,83.9,Guard,Skills Practice,90,145,23,37.9,0.52,0.44,0.57,0.53,0.44,0.76,5331,69.3,3.83,81.7,77.5,50.0,3.87,85.2,6.2,7.8,20,8.2,Low,0,Low,38.3,67.8,Foufous de Sochaux,FFS,2022-2023
FFS_20221116_1683761184_22200222,1683761184,Johann Müller,2022-11-16,1,2022-11-17,22200222,29,213.4,114.8,Center,Defense Drill,79,135,16,37.7,0.76,0.35,0.21,0.52,0.33,0.58,3006,101.9,5.7,82.1,67.3,50.0,5.83,81.2,7.1,6.8,23,5.6,Low,0,Low,53.9,75.7,Foufous de Sochaux,FFS,2022-2023
FFS_20221116_1670278270_22200222,1670278270,Jordan Haddad,2022-11-16,1,2022-11-17,22200222,22,200.7,97.5,Guard,Defense Drill,79,173,16,37.7,0.84,0.49,0.67,0.73,0.64,0.33,5048,79.7,4.37,79.9,81.1,52.5,4.29,89.7,6.4,7.9,23,5.6,Low,0,Low,51.1,71.2,Foufous de Sochaux,FFS,2022-2023
FFS_20221116_1691796009_22200222,1691796009,Jérémie Kowalski,2022-11-16,1,2022-11-17,22200222,21,203.2,104.3,Forward,Defense Drill,79,172,16,36.7,0.74,0.69,0.39,0.69,0.67,0.35,4706,91.2,5.41,86.7,57.1,64.3,5.65,70.7,6.2,7.8,29,5.6,Low,0,Low,22.5,74.7,Foufous de Sochaux,FFS,2022-2023
FFS_20221116_1697331567_22200222,1697331567,Karim Benhamed,2022-11-16,1,2022-11-17,22200222,28,203.2,103.9,Forward,Defense Drill,79,171,21,38.0,0.58,0.3,0.24,0.38,0.38,0.8,2915,83.6,4.52,77.8,55.5,62.5,4.15,71.0,7.2,9.9,18,5.6,Low,0,Low,53.9,73.1,Foufous de Sochaux,FFS,2022-2023
FFS_20221116_1659116774_22200222,1659116774,Kevin Rousseau,2022-11-16,1,2022-11-17,22200222,24,195.6,90.7,Guard-Forward,Defense Drill,79,152,19,38.1,0.44,0.57,0.65,0.48,0.41,0.49,3305,80.6,5.66,77.5,62.6,54.7,5.26,68.7,9.2,8.6,28,5.6,Low,0,Low,52.2,74.0,Foufous de Sochaux,FFS,2022-2023
FFS_20221116_1687691235_22200222,1687691235,Lucas Dubois,2022-11-16,1,2022-11-17,22200222,25,198.1,99.8,Forward-Guard,Defense Drill,79,158,18,38.1,0.24,0.42,0.59,0.69,0.39,0.39,3166,80.0,5.42,78.7,56.0,57.3,5.45,79.4,6.2,8.9,31,5.6,Low,0,Low,48.6,70.4,Foufous de Sochaux,FFS,2022-2023
FFS_20221116_1678858904_22200222,1678858904,Moussa Ndiaye,2022-11-16,1,2022-11-17,22200222,34,208.3,112.5,Center,Defense Drill,79,161,14,37.1,0.74,0.37,0.8,0.74,0.38,0.38,2890,92.7,5.51,94.6,67.0,50.0,5.52,77.1,7.0,9.4,22,5.6,Low,0,Low,26.0,75.5,Foufous de Sochaux,FFS,2022-2023
FFS_20221117_1662535822_22200239,1662535822,Dominique Faure,2022-11-17,2,2022-11-19,22200239,21,205.7,97.5,Forward,Shooting Drill,107,116,14,37.6,0.67,0.7,0.65,0.8,0.64,0.71,3726,90.6,4.99,86.5,77.2,93.6,05.05,79.8,7.7,9.3,24,7.8,Medium,0,Low,37.5,86.1,Foufous de Sochaux,FFS,2022-2023
FFS_20221117_1676674721_22200239,1676674721,Ismaël Sow,2022-11-17,2,2022-11-19,22200239,26,203.2,104.3,Forward,Shooting Drill,107,128,14,37.3,0.41,0.46,0.38,0.33,0.42,0.33,4939,88.6,4.99,87.7,62.2,52.2,4.95,75.4,6.6,7.5,31,7.8,Low,0,Low,42.9,72.9,Foufous de Sochaux,FFS,2022-2023
FFS_20221117_1683761184_22200239,1683761184,Johann Müller,2022-11-17,2,2022-11-19,22200239,29,213.4,114.8,Center,Shooting Drill,107,129,15,37.3,0.47,0.49,0.72,0.41,0.76,0.74,8125,90.8,5.83,92.4,63.2,62.2,5.68,60.6,9.3,7.7,19,7.8,Low,0,Low,52.1,79.8,Foufous de Sochaux,FFS,2022-2023
FFS_20221117_1662443797_22200239,1662443797,Jordan Lemieux,2022-11-17,2,2022-11-19,22200239,31,195.6,90.7,Guard,Shooting Drill,107,164,19,36.8,0.27,0.83,0.86,0.32,0.67,0.51,3664,87.2,4.52,89.2,66.7,50.0,4.41,92.8,9.0,9.7,19,7.8,Medium,0,Low,49.1,79.6,Foufous de Sochaux,FFS,2022-2023
FFS_20221117_1691796009_22200239,1691796009,Jérémie Kowalski,2022-11-17,2,2022-11-19,22200239,21,203.2,104.3,Forward,Shooting Drill,107,141,23,38.0,0.55,0.73,0.51,0.35,0.55,0.34,6559,83.1,4.86,76.1,64.2,50.0,4.79,82.2,6.2,7.7,23,7.8,Medium,0,Low,26.3,69.0,Foufous de Sochaux,FFS,2022-2023
FFS_20221117_1697331567_22200239,1697331567,Karim Benhamed,2022-11-17,2,2022-11-19,22200239,28,203.2,103.9,Forward,Shooting Drill,107,126,23,37.9,0.26,0.86,0.76,0.45,0.34,0.57,6635,78.7,5.53,83.4,62.8,50.0,5.39,72.9,8.2,8.3,30,7.8,Medium,0,Low,52.6,72.2,Foufous de Sochaux,FFS,2022-2023
FFS_20221117_1687691235_22200239,1687691235,Lucas Dubois,2022-11-17,2,2022-11-19,22200239,25,198.1,99.8,Forward-Guard,Shooting Drill,107,161,16,36.5,0.36,0.72,0.52,0.53,0.46,0.55,4338,91.5,5.69,80.2,63.0,50.0,5.29,80.2,7.2,8.8,21,7.8,Low,0,Medium,57.8,73.3,Foufous de Sochaux,FFS,2022-2023
FFS_20221117_1660138482_22200239,1660138482,Malik Benali,2022-11-17,2,2022-11-19,22200239,21,193.0,81.6,Forward,Shooting Drill,107,162,21,37.5,0.79,0.31,0.27,0.57,0.56,0.58,5639,73.2,4.52,85.7,69.8,50.0,4.74,68.9,6.4,7.3,21,7.8,Medium,0,Low,32.4,67.4,Foufous de Sochaux,FFS,2022-2023
FFS_20221117_1693743352_22200239,1693743352,Théo Garnier,2022-11-17,2,2022-11-19,22200239,24,185.4,83.9,Guard,Shooting Drill,107,174,14,36.9,0.82,0.7,0.39,0.47,0.42,0.71,5038,78.2,4.64,85.6,59.1,50.0,4.47,73.1,9.3,9.9,27,7.8,Low,0,Low,21.3,74.7,Foufous de Sochaux,FFS,2022-2023
FFS_20221118_1677942346_22200239,1677942346,Charles Diouf,2022-11-18,1,2022-11-19,22200239,24,208.3,104.3,Center-Forward,Skills Practice,70,135,22,36.7,0.61,0.43,0.79,0.54,0.44,0.45,2295,82.7,5.53,82.8,58.3,50.0,5.95,75.8,8.7,6.7,30,5.4,Low,0,Low,34.1,74.4,Foufous de Sochaux,FFS,2022-2023
FFS_20221118_1677942346_22200247,1677942346,Charles Diouf,2022-11-18,2,2022-11-20,22200247,24,208.3,104.3,Center-Forward,Defense Drill,108,123,15,37.6,0.41,0.89,0.74,0.44,0.73,0.46,8061,82.5,5.52,88.5,79.3,53.8,5.43,69.2,9.3,7.8,19,8.5,Medium,0,Low,20.5,76.7,Foufous de Sochaux,FFS,2022-2023
FFS_20221118_1662535822_22200239,1662535822,Dominique Faure,2022-11-18,1,2022-11-19,22200239,21,205.7,97.5,Forward,Skills Practice,70,147,19,36.7,0.65,0.53,0.78,0.61,0.34,0.57,2800,85.7,05.09,81.4,80.6,98.2,5.26,87.0,8.5,9.9,29,5.4,Low,0,Medium,31.2,88.0,Foufous de Sochaux,FFS,2022-2023
FFS_20221118_1662535822_22200247,1662535822,Dominique Faure,2022-11-18,2,2022-11-20,22200247,21,205.7,97.5,Forward,Defense Drill,108,156,17,36.8,0.36,0.5,0.65,0.67,0.5,0.54,4796,73.7,5.22,76.4,64.1,50.0,4.96,75.7,6.2,7.2,19,8.5,Medium,1,Low,33.1,66.3,Foufous de Sochaux,FFS,2022-2023
FFS_20221118_1655322242_22200247,1655322242,Douglas Hermans,2022-11-18,2,2022-11-20,22200247,32,200.7,102.1,Forward,Defense Drill,108,139,21,36.9,0.23,0.25,0.89,0.5,0.5,0.4,3466,86.6,5.15,93.3,63.0,50.0,05.07,82.9,6.2,6.8,28,8.5,Low,0,Medium,27.5,73.3,Foufous de Sochaux,FFS,2022-2023
FFS_20221118_1676674721_22200239,1676674721,Ismaël Sow,2022-11-18,1,2022-11-19,22200239,26,203.2,104.3,Forward,Skills Practice,70,122,17,37.2,0.58,0.47,0.58,0.53,0.39,0.75,3355,79.3,4.89,86.4,78.1,50.0,4.93,74.4,8.8,9.7,20,5.4,Low,0,Low,59.4,74.4,Foufous de Sochaux,FFS,2022-2023
FFS_20221118_1676674721_22200247,1676674721,Ismaël Sow,2022-11-18,2,2022-11-20,22200247,26,203.2,104.3,Forward,Defense Drill,108,130,18,38.2,0.44,0.22,0.32,0.59,0.68,0.33,6356,82.2,5.67,85.3,59.5,50.0,5.69,73.9,6.7,7.6,20,8.5,High,0,Low,33.2,70.4,Foufous de Sochaux,FFS,2022-2023
FFS_20221118_1683761184_22200239,1683761184,Johann Müller,2022-11-18,1,2022-11-19,22200239,29,213.4,114.8,Center,Skills Practice,70,163,18,36.7,0.36,0.31,0.81,0.64,0.5,0.45,3673,89.9,4.98,79.0,57.4,66.8,5.44,68.8,7.6,8.8,22,5.4,Low,0,Low,41.0,76.1,Foufous de Sochaux,FFS,2022-2023
FFS_20221118_1670278270_22200247,1670278270,Jordan Haddad,2022-11-18,2,2022-11-20,22200247,22,200.7,97.5,Guard,Defense Drill,108,119,15,37.3,0.4,0.57,0.2,0.47,0.6,0.67,7770,82.8,04.02,93.9,62.5,50.0,3.93,86.5,6.4,9.1,31,8.5,Medium,0,Low,57.9,73.7,Foufous de Sochaux,FFS,2022-2023
FFS_20221118_1662443797_22200239,1662443797,Jordan Lemieux,2022-11-18,1,2022-11-19,22200239,31,195.6,90.7,Guard,Skills Practice,70,157,22,37.5,0.29,0.78,0.67,0.4,0.51,0.6,4806,73.4,4.98,93.8,64.4,50.0,4.7,79.1,8.8,9.2,22,5.4,Low,1,Low,29.8,75.5,Foufous de Sochaux,FFS,2022-2023
FFS_20221118_1662443797_22200247,1662443797,Jordan Lemieux,2022-11-18,2,2022-11-20,22200247,31,195.6,90.7,Guard,Defense Drill,108,147,22,37.3,0.23,0.78,0.43,0.76,0.49,0.48,6694,79.8,3.75,78.0,78.4,50.0,3.81,96.3,7.1,7.9,25,8.5,Medium,0,Low,26.5,72.6,Foufous de Sochaux,FFS,2022-2023
FFS_20221118_1691796009_22200247,1691796009,Jérémie Kowalski,2022-11-18,2,2022-11-20,22200247,21,203.2,104.3,Forward,Defense Drill,108,171,19,37.5,0.5,0.58,0.7,0.74,0.78,0.41,5605,89.6,4.6,77.8,81.3,50.0,4.6,67.1,7.0,8.9,27,8.5,Low,0,Low,46.0,70.1,Foufous de Sochaux,FFS,2022-2023
FFS_20221118_1697331567_22200239,1697331567,Karim Benhamed,2022-11-18,1,2022-11-19,22200239,28,203.2,103.9,Forward,Skills Practice,70,121,23,37.0,0.43,0.57,0.29,0.77,0.41,0.75,5518,73.6,4.65,92.4,57.0,50.0,4.61,73.5,6.4,7.6,29,5.4,Low,0,Low,33.8,69.6,Foufous de Sochaux,FFS,2022-2023
FFS_20221118_1697331567_22200247,1697331567,Karim Benhamed,2022-11-18,2,2022-11-20,22200247,28,203.2,103.9,Forward,Defense Drill,108,148,19,38.2,0.79,0.3,0.35,0.38,0.44,0.4,6807,83.5,5.23,89.0,67.7,50.0,05.09,69.6,7.5,9.2,20,8.5,Medium,0,Low,28.3,72.4,Foufous de Sochaux,FFS,2022-2023
FFS_20221118_1659116774_22200247,1659116774,Kevin Rousseau,2022-11-18,2,2022-11-20,22200247,24,195.6,90.7,Guard-Forward,Defense Drill,108,174,18,37.1,0.28,0.74,0.62,0.37,0.59,0.74,8519,91.3,5.24,84.5,71.2,50.0,5.24,72.9,8.7,8.8,23,8.5,Low,0,Low,28.3,76.0,Foufous de Sochaux,FFS,2022-2023
FFS_20221118_1687691235_22200239,1687691235,Lucas Dubois,2022-11-18,1,2022-11-19,22200239,25,198.1,99.8,Forward-Guard,Skills Practice,70,138,22,37.1,0.38,0.67,0.47,0.6,0.51,0.72,3249,87.6,5.58,84.1,72.9,50.0,5.64,74.9,7.2,9.3,31,5.4,Low,0,Low,39.7,72.4,Foufous de Sochaux,FFS,2022-2023
FFS_20221118_1687691235_22200247,1687691235,Lucas Dubois,2022-11-18,2,2022-11-20,22200247,25,198.1,99.8,Forward-Guard,Defense Drill,108,145,20,37.0,0.32,0.84,0.27,0.43,0.43,0.47,6328,91.0,5.94,83.8,79.0,50.0,5.8,64.2,8.0,8.5,23,8.5,Low,0,Low,56.9,73.0,Foufous de Sochaux,FFS,2022-2023
FFS_20221118_1660138482_22200239,1660138482,Malik Benali,2022-11-18,1,2022-11-19,22200239,21,193.0,81.6,Forward,Skills Practice,70,150,18,36.7,0.38,0.37,0.28,0.34,0.37,0.52,2909,83.1,4.67,77.5,81.2,50.0,4.55,72.9,8.1,7.2,19,5.4,Low,0,Low,22.2,71.8,Foufous de Sochaux,FFS,2022-2023
FFS_20221118_1678858904_22200239,1678858904,Moussa Ndiaye,2022-11-18,1,2022-11-19,22200239,34,208.3,112.5,Center,Skills Practice,70,162,17,37.3,0.71,0.34,0.21,0.5,0.79,0.75,5103,81.4,5.93,75.3,56.1,53.6,06.02,87.3,8.1,9.4,25,5.4,Low,0,Low,59.3,74.1,Foufous de Sochaux,FFS,2022-2023
FFS_20221118_1678858904_22200247,1678858904,Moussa Ndiaye,2022-11-18,2,2022-11-20,22200247,34,208.3,112.5,Center,Defense Drill,108,171,19,37.6,0.87,0.25,0.78,0.7,0.58,0.7,6892,88.1,4.67,86.4,64.5,50.0,4.64,84.5,6.7,7.9,29,8.5,Medium,0,Low,55.2,73.4,Foufous de Sochaux,FFS,2022-2023
FFS_20221118_1693743352_22200239,1693743352,Théo Garnier,2022-11-18,1,2022-11-19,22200239,24,185.4,83.9,Guard,Skills Practice,70,162,19,37.8,0.68,0.32,0.22,0.67,0.69,0.54,4235,75.9,4.29,83.0,68.8,50.0,4.37,83.8,8.5,9.4,20,5.4,Low,0,Low,55.2,73.8,Foufous de Sochaux,FFS,2022-2023
FFS_20221119_1677942346_22200247,1677942346,Charles Diouf,2022-11-19,1,2022-11-20,22200247,24,208.3,104.3,Center-Forward,Skills Practice,87,168,16,38.1,0.24,0.38,0.41,0.66,0.42,0.77,3195,84.3,5.42,82.3,56.9,56.8,5.14,70.6,8.8,7.1,30,6.7,Low,0,Low,21.8,75.8,Foufous de Sochaux,FFS,2022-2023
